,artist,song,lyric
46790,Kendrick Lamar,​untitled 05 | 09.21.2014.,"Lit off Henny, I'm tryna dismantle"
46791,Kendrick Lamar,I Hate You,It's real talk
46792,Kendrick Lamar,Sett Trippin’,Yeah
46793,Kendrick Lamar,Mortal Man,"Going home, and bringing back new concepts to this mad city"
46794,Kendrick Lamar,Your Honor,"Y'all ain't nice, nigga, y'all just okay"
46795,Kendrick Lamar,J. Dilla (Freestyle),Half of these niggas ain't half of me
46796,Kendrick Lamar,Writer At War: Kendrick Lamar’s XXL Cover Story,"It’s the best part because the things that I say on my records—this is another reason why I don’t just play records for people—you won’t necessarily get it until it’s constructed. I know what type of artist I am. I’m not an artist that’s gonna give you a single and say, “This is what my album’s gonna sound like, go sell it.” That’s not me. I’m just not that artist to give you one or two songs here and there and run with it. Everybody has their own niche. With mine, I just own it, and I know that’s exactly what that is. And I wanna keep that lane. I don’t want to jump in somebody else’s lane and try to do their moves because it may not work for me like it worked for them. So I stay where I feel like I’m inspired"
46797,Kendrick Lamar,The Spiteful Chant,Everybody heard that I fuck with Dre
46798,Kendrick Lamar,The Heart Pt. 1,"Flow to my heart, hit the flo' when I'm dying"
46799,Kendrick Lamar,The DAMN. Tour [Setlist], Lyrics01. DNA
46800,Kendrick Lamar,Sett Trippin’,At ya
46801,Kendrick Lamar,Track 12,I'm on the edge so please don't tempt me to jump
46802,Kendrick Lamar,FEAR.,Shalom
46803,Kendrick Lamar,Hood Politics,I didn't want to self-destruct
46804,Kendrick Lamar,Poetic Justice,But I could never right my wrongs
46805,Kendrick Lamar,Blood Sport (Freestyle),Bang. Aw fuck it let's talk more sports
46806,Kendrick Lamar,Big Boy’s Neighborhood Freestyle 2014,Now when I flip it I flip the beat as my enemy
46807,Kendrick Lamar,How Much a Dollar Cost,"""Have you ever opened up Exodus 14?"
46808,Kendrick Lamar,In My Feelings,Niggas Idgaf
46809,Kendrick Lamar,LOYALTY. (Video Version),"All I want is, all I want is"
46810,Kendrick Lamar,Behind the Walls: A Black Comedy,Get that money and come out.
46811,Kendrick Lamar,Good Morning America,The saga continues
46812,Kendrick Lamar,The Relevant,"Yeah, as time flies"
46813,Kendrick Lamar,Mortal Man,"About a metaphor actually, uh, you spoke on the ground"
46814,Kendrick Lamar,YAH.,I know He walks the Earth
46815,Kendrick Lamar,Waitin,"Hm, I'm surprise"
46816,Kendrick Lamar,For the Girlfriends,You know we get in the studio and do what we do best
46817,Kendrick Lamar,Untitled 2 (Blue Faces),Cornrow Kenny
46818,Kendrick Lamar,The Blacker the Berry,"Imagine now, big gold chains full of rocks"
46819,Kendrick Lamar,"Bitch, Don’t Kill My Vibe - Edited Version",I got a pack of blacks and a beat CD
46820,Kendrick Lamar,A.D.H.D,"Twelve bottles in the case, nigga, fuck that"
46821,Kendrick Lamar,Wanna Be Heard,Like a cattle with sheep
46822,Kendrick Lamar,Barbed Wire,I struck enough pain let her know I wasn't playing
46823,Kendrick Lamar,Handsome,"I just won seven Grammy's, girl, you gotta fuck me"
46824,Kendrick Lamar,Compton Life,"Take New Jersey and fit it shit, whatever you don't care"
46825,Kendrick Lamar,Fuck A Hook,"'Bout anything but my momma, my daddy, siblings, and grandma"
46826,Kendrick Lamar,Backwards,"Can't harm me out of my own skin, government need assistance"
46827,Kendrick Lamar,Kendrick Lamar: Rapper of the Year - GQ,"Every member of rap's Mount Rushmore dropped new albums in 2013—Kanye, Jay Z, Drake, Eminem—but it was another MC altogether who stole the crown, and he did it with just a handful of verses: Kendrick Lamar, the latest—and possibly greatest—rapper to come straight outta Compton."
46828,Kendrick Lamar,Heroin,Everybody love her and she love everybody the same
46829,Kendrick Lamar,​untitled 02 | 06.23.2014.,"You know that you want me, come here now, lil' baby"
46830,Kendrick Lamar,LOVE.,"I wanna be with you, ayy, I wanna be with"
46831,Kendrick Lamar,P&P 1.5,"Coming down clean, tell your baby momma, ""What it do?"""
46832,Kendrick Lamar,You Ain’t Gotta Lie (Momma Said),"You ain't gotta lie to kick it, my nigga"
46833,Kendrick Lamar,​u,"I place blame on you still, place shame on you still"
46834,Kendrick Lamar,Yung Boys World,Said it's yours young boy
46835,Kendrick Lamar,The Relevant,Passion is to strong
46836,Kendrick Lamar,Monster Freestyle,"If you walk wit' a Mack Truck, then throw a bus on your ass!"
46837,Kendrick Lamar,​good kid,All my innocence while ignorin' my purpose to persevere
46838,Kendrick Lamar,​i (Single Version),Lift up your head and keep moving (keep moving)
46839,Kendrick Lamar,La Reina,"Out of school , now they shooting"
46840,Kendrick Lamar,"Westside, Right on Time","Nigga, I need that, bitch, I need that"
46841,Kendrick Lamar,Money Trees OG Version,"This-a-way, that-a-way"
46842,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",Don't you see that long line?
46843,Kendrick Lamar,Lunch Table (L.A. Leakers Freestyle),"Angel on angel dust, I used to thug for him"
46844,Kendrick Lamar,LMAO,Plus I'm bouncing through the club
46845,Kendrick Lamar,​u,And if this bottle could talk *gulping*
46846,Kendrick Lamar,The Only Nigga,Pay me respect and pay me on my checks
46847,Kendrick Lamar,Fuck Your Ethnicity,That a plane or an angel? Both
46848,Kendrick Lamar,"Bitch, Don’t Kill My Vibe (Original Version)",Wear it on top of my sleeve in a flick
46849,Kendrick Lamar,​untitled 07 | levitate,"Bars won't get you high, no, no, no"
46850,Kendrick Lamar,DUCKWORTH.,"Emit a ta esruc eno ,sevil yeht fo htob degnahc noisiced eno tahT"
46851,Kendrick Lamar,Barbed Wire,"They say it's only one life, life, life"
46852,Kendrick Lamar,Alright (Music Video),"Do you hear me, do you feel me? We gon' be alright"
46853,Kendrick Lamar,Today,You know where my grind at
46854,Kendrick Lamar,​untitled 03 | 05.28.2013.,(What the white man say?) A piece of mine's
46855,Kendrick Lamar,Heroin,Shower me with the will that never dried
46856,Kendrick Lamar,Bang Bang,"You dumb fuck, I'm basked up and Jim Carrey myself"
46857,Kendrick Lamar,Who Shot Ya (Freestyle),"Creepin' to your house, you hear footsteps slowly as I tippy-toe"
46858,Kendrick Lamar,Tim Westwood Freestyle,Now this is not a tape recorder saying that he did it
46859,Kendrick Lamar,Shot Down,"Jesus Christ, forgive me for my sins"
46860,Kendrick Lamar,Opposites Attract (Tomorrow W/O Her),Why you treating my momma like she your momma too?
46861,Kendrick Lamar,Nickerson Gardens Freestyle,Which is too many times
46862,Kendrick Lamar,Grammy Family (Freestyle),I got to be the new breed top 5 minus 4
46863,Kendrick Lamar,Young & Black,If you don't like my lyrics you can press fast forward
46864,Kendrick Lamar,Fade to Black,The off-glass buzzer beater over D-Wade
46865,Kendrick Lamar,Compton Life,But it's more than just weed and women
46866,Kendrick Lamar,Michael Jordan,Riding around with niggas that I grew up with since McNair
46867,Kendrick Lamar,P&P 1.5,"I said, oh, what up ho? Oh, what up?"
46868,Kendrick Lamar,These Walls,"Knock these walls down, that’s my religion"
46869,Kendrick Lamar,Big Boy’s Neighborhood Freestyle 2014,So for those out there who didn't know
46870,Kendrick Lamar,Daydreaming,"Yeah, follow me, uh"
46871,Kendrick Lamar,Night of the Living Junkies,When my uncles
46872,Kendrick Lamar,For the Girlfriends,On point like the helmet of a Viking
46873,Kendrick Lamar,For Sale? (Interlude),That I (want you)
46874,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",I can feel your energy from two planets away
46875,Kendrick Lamar,Sway in the Morning (Freestyle) Part 2,Yall copping fitted caps
46876,Kendrick Lamar,Bitch I’m In The Club,"Guarantee yo girl, get sliced like Kimbo"
46877,Kendrick Lamar,Untitled 2 (Blue Faces),"I hit the bank today and tell 'em, color me bad, blue faces"
46878,Kendrick Lamar,Vanity Slaves Pt. 2,Word around town that I'm all about the bitches
46879,Kendrick Lamar,A Little Appalled,We all want ices and devices to make the bitches say I like this
46880,Kendrick Lamar,Average Joe,This is why they fuck with me (you fake nigga)
46881,Kendrick Lamar,LMAO,LMAO
46882,Kendrick Lamar,What Lies Beneath,"Livin' in my own world, I could never die"
46883,Kendrick Lamar,"Sing About Me, I’m Dying of Thirst",Like everything was alright in a fight he tried to put up
46884,Kendrick Lamar,Before He Was Famous Freestyle (Nickerson Gardens Cypha),Try studying a few greats and then maybe you'll be where I'm at
46885,Kendrick Lamar,​untitled 05 | 09.21.2014.,"A couple trinkets, they seein' me as I pacify"
46886,Kendrick Lamar,I Hate You,And I swear I'd blow your brains out if you pay me a visit
46887,Kendrick Lamar,Cut You Off (To Grow Closer),"Oh, that's not ya memo? Then tell me why you constant stressing"
46888,Kendrick Lamar,Hol’ Up Türkçe Çeviri,Hostes sert saçım üzerinden bana iltifatta bulunuyor
46889,Kendrick Lamar,DUCKWORTH.,Three-piece special with his name on the shirt pocket
46890,Kendrick Lamar,Best Rapper Under 25,I steer the game with both hands while you crash
46891,Kendrick Lamar,Reebok Presents: I Am,Life's to me like a box of chocolates
46892,Kendrick Lamar,FEAR.,Them Jordans better not get dirty when I just bought 'em
46893,Kendrick Lamar,Play with Fire,Bitches
46894,Kendrick Lamar,Vanity Slaves,With your world where your girl and your kids reside
46895,Kendrick Lamar,Gang Member,I seen 'em from afar then I seen a piece of my jaw
46896,Kendrick Lamar,West Coast Wu-Tang,I'm in the booth with an apron
46897,Kendrick Lamar,Real 92.3 Freestyle,"They said, ""The enemies done cliqued up"""
46898,Kendrick Lamar,Vanity Slaves,Four holes in your left ear and a nose piercing
46899,Kendrick Lamar,Reebok Presents: I Am,"Ooh wee, that boy remind me of a young Martin Luther"
46900,Kendrick Lamar,The Heart Part 4,Don't you just tell me you was just playin'
46901,Kendrick Lamar,Barbed Wire,And if you say I can't live comfortable
46902,Kendrick Lamar,2DopeBoyz Freestyle,"I'm just a little nigga trying to make my city proud, I used to watch Doug and wear"
46903,Kendrick Lamar,​i (Alternate Version),"Duckin' every other blessin', I can never see the message"
46904,Kendrick Lamar,Own This City,"And a pedestal with a silver spoon, and a big pool"
46905,Kendrick Lamar,Wanna Be Heard,I represent the liquor that's poured out on the curb
46906,Kendrick Lamar,Monster Freestyle,"I stomp a rapper like a Kappa, beat him like a congo"
46907,Kendrick Lamar,A.D.H.D,"Marijuana endorphins make you stronger, stronger"
46908,Kendrick Lamar,Warning Shot,"You niggas know this, I'm way better than I've ever been"
46909,Kendrick Lamar,Beyonce,"Publicity like that? Yep, they'd be sure to fight"
46910,Kendrick Lamar,Bring The Pain Freestyle (On Cosmic Kev Show),Swallow your pride and then eat a dick
46911,Kendrick Lamar,​i (Album Version),"(Ah, one two, one two, what's happening, fool?)"
46912,Kendrick Lamar,The Heart Pt. 3 (Will You Let It Die?),"Even when my album leak, fans still buy it for proof"
46913,Kendrick Lamar,Own This City,"With a big room and a closet, cause it"
46914,Kendrick Lamar,P&P,"I said they wouldn't hire me, I said I got my ass beat"
46915,Kendrick Lamar,Loved Ones,I love it even if I get no bigger
46916,Kendrick Lamar,How We Do,"It's right here, and y'all catch up, I move fast like light years"
46917,Kendrick Lamar,Faith,"At the tender age of 12, and you feel that no one cares"
46918,Kendrick Lamar,Keisha’s Song (Her Pain),Lipstick is suitable to make you fiend for more
46919,Kendrick Lamar,Reebok Presents: I Am,From the coochee to the soil
46920,Kendrick Lamar,Beyonce,"That's when I yell out, ""Sounwave, hurry up take the pic!"""
46921,Kendrick Lamar,Institutionalized,Somebody told me you thinkin' 'bout snatchin' jewelry
46922,Kendrick Lamar,Vanity Slaves Pt. 2,Lord please forgive me I'm a vanity slave
46923,Kendrick Lamar,​i (Single Version),I love myself
46924,Kendrick Lamar,Mr. Carter,Every time I get a chance to come over I overcome
46925,Kendrick Lamar,Blow Them Horns,"No magician, no magic, POOF"
46926,Kendrick Lamar,Welcome to pgLang (Visual Mission Statement),Get your case off my back (pgLang)
46927,Kendrick Lamar,Alright (Music Video),Drown inside my vices all day
46928,Kendrick Lamar,Black Friday,"While juggling, gang-banging, my balancing was tremendous"
46929,Kendrick Lamar,Grammy Family (Freestyle),But actually you ain't accurate fucker with this music biz
46930,Kendrick Lamar,Fuckin’ Problems (Lost Verse),She eyeing me like a nigga don't exist
46931,Kendrick Lamar,Misunderstood,"King of my jungle, swear to remain humble, keep my vision tunnel"
46932,Kendrick Lamar,LOYALTY. (Video Version),Is it unconditional when the 'Rari don't start?
46933,Kendrick Lamar,Real,"You love red bottom and gold that say ""Queen"""
46934,Kendrick Lamar,G Code,My nigga Yan Yan had all the red P Hat
46935,Kendrick Lamar,HUMBLE.,"Sit down (Hol' up, hol' up, hol' up, hol' up)1.2K"
46936,Kendrick Lamar,She Needs Me,"Call her boss, executive meetings, consecutive trips, vacational weekends"
46937,Kendrick Lamar,Mr. Carter,Get it? I tell 'em none
46938,Kendrick Lamar,Bitch I’m In The Club,"Okay, what these niggas hollin' 'bout?"
46939,Kendrick Lamar,"Bitch, Don’t Kill My Vibe","Lord, forgive me"
46940,Kendrick Lamar,Who Shot Ya (Freestyle),Make sure them rookie medical surgeons can oper-rate on you
46941,Kendrick Lamar,Vanity Slaves,It's not about the right price but more like the right scam
46942,Kendrick Lamar,One Shot Kill,"Now, ain't that a bitch?"
46943,Kendrick Lamar,Bitch I’m In The Club,"Move somethin', move, move somethin'"
46944,Kendrick Lamar,Cartoon & Cereal,Salt all in my wounds
46945,Kendrick Lamar,Shot Down,They gotta get shot down
46946,Kendrick Lamar,Now or Never,"Your name in unison, I'm so far away"
46947,Kendrick Lamar,I Hate You,"September 22nd, 2009"
46948,Kendrick Lamar,Don’t Understand,Huh? Do you understand?
46949,Kendrick Lamar,Money Trees OG Version,Dreams of livin' life like rappers do (like rappers do)
46950,Kendrick Lamar,J. Dilla (Freestyle),"I know you mad, you ain't gotta say much, I can feel you hating"
46951,Kendrick Lamar,Blood Sport (Freestyle),I know you good with the right but you still ain’t nice till you do it with the left hand
46952,Kendrick Lamar,God Is Gangsta,(I want you more than you know)
46953,Kendrick Lamar,Hovi Baby,"Dave, you feel me man? It's real"
46954,Kendrick Lamar,Grammy 2016 Performance,"I rap, I'm black on track so rest assured"
46955,Kendrick Lamar,P&P 1.5,I used to have a nine-to-five; fresh out of school—that was '05
46956,Kendrick Lamar,Manchester Freestyle Cypher Verses (2016),"I love ya 'fro, you got the head of the future"
46957,Kendrick Lamar,Complexion (A Zulu Love),"Sneak me through the back window, I’m a good field nigga"
46958,Kendrick Lamar,A Song For Buffy (Freestyle),But what I love most is how you put
46959,Kendrick Lamar,Determined,"Go getter, with no cheddar"
46960,Kendrick Lamar,P&P 1.5,Where your friends at? I got long dick—what it is?
46961,Kendrick Lamar,The Heart Pt. 1,I haven't ate in the last 22 summers and I'm 22 now it's about to go down
46962,Kendrick Lamar,Blood Sport (Freestyle),Keep the cameras on I'm primetime like the '95 Deion
46963,Kendrick Lamar,Shot Down,Please hand me the keys to the G-ride
46964,Kendrick Lamar,A.D.H.D,"Purple Label on her back, but that tab is light blue"
46965,Kendrick Lamar,"Hot 107.9 Freestyle, Pt. 2","Just to let you know, we still 'bout to go"
46966,Kendrick Lamar,Grammy Family (Freestyle),And you astronaut niggas just crowding my space
46967,Kendrick Lamar,Facebook Q&A 1/31/14,A: Playstation tho
46968,Kendrick Lamar,Prototype,Somebody tell 'em he's the prototype
46969,Kendrick Lamar,Money Trees,"Pick your poison, tell me what you doin'"
46970,Kendrick Lamar,Backseat Freestyle,"Damn I got bitches: wifey, girlfriend and mistress"
46971,Kendrick Lamar,Fuckin’ Problems (Lost Verse),"Girl, I'm Kendrick Lamar"
46972,Kendrick Lamar,Hovi Baby,K. Dot
46973,Kendrick Lamar,H.O.C.,I drop jewels like my nuts dropped out of my briefs
